NTEE_CD,text
E220,"OUTPATIENT DEPARTMENT- SEE SCHEDULE O TRUMAN MEDICAL CENTER IS AN ACADEMIC HEALTH CENTER PROVIDING ACCESSIBLE, STATE-OF-THE-ART QUALITY HEALTHCARE TO OUR COMMUNITY REGARDLESS OF ABILITY TO PAY."
B28Z,"EARLY CHILDHOOD EDUCATION: GOOD SHEPHERD'S EARLY CHILDHOOD EDUCATION PROGRAM IS BASED ON ""CREATIVE CURRICULUM."" CREATIVE CURRICULUM ALSO WORKS IN COLLABORATION WITH DEVELOPMENTALLY APPROPRIATE PRACTICE IN EARLY CHILDHOOD PROGRAMS: AS PUBLISHED BY THE NATIONAL ASSOCIATION FOR THE EDUCATION OF YOUNG CHILDREN (""NAEYC""). WE BELIEVE CHILDREN LEARN FROM EVERYONE AROUND THEM AND THEY GROW AND LEARN DIFFERENTLY. CHILDREN CONSTRUCT THEIR OWN KNOWLEDGE AS A RESULT OF THEIR INTERACTION WITH THEIR WORLD. WE PROVIDE OPPORTUNITIES FOR THEM TO EXPLORE AND GROW. THE CLASSROOM ENVIRONMENT ENABLES CHILDREN TO BE ENGAGED IN POSITIVE INTERACTIONS WITH THEIR PEERS AND TEACHERS. THE ENVIRONMENT TYPICALLY INCLUDES THE FOLLOWING LEARNING CENTERS, AS SPACE AND INTEREST OF THE CHILDREN ALLOWS: BLOCK, HOUSE CORNER, TABLE TOYS, ART, SAND AND WATER, LIBRARY, MUSIC AND MOVEMENT, AND OUTDOORS. WITH THE ENVIRONMENT IN PLACE, THE TEACHER WILL THEN DEVELOP LESSON PLANS WITH A FOCUS ON THE ARTS, LANGUAGE, LITERACY, MATHEMATICS, SCIENCE, SOCIAL STUDIES, SOCIAL-EMOTIONAL AND COGNITIVE LEARNING. CREATIVE CURRICULUM THAT WAS SPECIFICALLY DEVELOPED FOR EARLY CHILDHOOD EDUCATION, BEGINNING AT THE INFANT STAGE. IT ALSO HAS ESTABLISHED GUIDELINES ON INCLUDING CHILDREN WITH DISABILITIES. OUR PROGRAM IS INDIVIDUALLY GUIDED WITH A SPECIFIC LEARNING PLAN DEFINED FOR EACH CHILD. FORMAL ASSESSMENT OF EACH CHILD'S DEVELOPMENT IS ASSESSED SEMI-ANNUALLY. COLLABORATION WITH PARENTS IS CRUCIAL TO THE ASSESSMENT AND GOAL SETTING PROCESS TO ENSURE THAT GOALS ARE APPROPRIATE AND CONSISTENT BETWEEN THE SCHOOL AND HOME ENVIRONMENTS. OUR PROFESSIONAL STAFF HAVE DEGREES IN EARLY CHILDHOOD OR EDUCATION AND WORK WITH EACH CHILD TO REACH HIS OR HER EDUCATIONAL POTENTIAL. WE MAINTAIN A LOW CHILD-TO-TEACHER RATIO SO THAT EACH CHILD CAN RECEIVE INDIVIDUAL ATTENTION. HELPING CHILDREN OF ALL ABILITIES REACH THEIR POTENTIAL."
I44Z,"A RESIDENTIAL TREATMENT PROGRAM FOR FELONY OFFENDERS AS AN ALTERNATIVE TO PRISON. SERVICES PROVIDED INCLUDE HOUSING, COUNSELING, SUPERVISION, AND DETENTION OF PARTICIPANTS. UP TO 86 OFFENDERS CAN BE ACCOMMODATED AT ONE TIME. ALTERNATIVE TO PRISON RESIDENTIAL PROGRAM TO COURT ORDERED FELONY PROBATIONERS AND OFFENDERS."
B99,"FURNISH MANAGEMENT SERVICES AND FINANCIAL RESOURCES TO OPERATE FOOD MANUFACTURING AND DISTRIBUTION FACILITIES IN THIRD WORLD COUNTRIES. THE MISSION OF SALT INTERNALTIONAL IS TO ASSIST IN SOCIAL, AND SPIRITUAL TRANSFORMATION BY ESTABLISHING AND SUPPORTING ACTIVITIES IN BOTH DOMESTIC AND INTERNATIONAL AGRI-BUSINESS OR OTHER AREAS OF SERVICE."
P73,CARE AND COUNSEL OF TROUBLED BOYS CARE AND COUNSEL OF TROUBLED BOYS
P750,"THE VILLAGE IS A LIFE CARE SENIOR LIVING COMMUNITY, DESIGNED TO ACCOMMODATE PERSONS 62 YEARS OF AGE OR OLDER IN A DIGNIFIED MANNER. CURRENTLY, THE VILLAGE HAS 310 RESIDENCES AND A LICENSED 121-BED SKILLED NURSING FACILITY (THE ""HEALTH CENTER""). THE PRIMARY INTENT OF FVC, IS TO ASSURE THE RESIDENTS OF LIFE CARE THROUGHOUT THEIR RETIREMENT YEARS. THE VILLAGE IS DESIGNED TO CREATE AN ENVIRONMENT THAT WILL ENRICH THE LIVES OF THE PEOPLE WHO LIVE AND WORK THERE. THE DESIGN OF THE MAIN COMMON FACILITIES PROVIDES LARGE AREAS FOR DINING AND MEETINGS WITHOUT DETRACTING FROM THE HOMELIKE ENVIRONMENT OF THE VILLAGE.IN ADDITION TO PROVIDING A RESIDENCE FOR LIFETIME USE BY THE RESIDENT, FVC WILL PROVIDE: MAINTENANCE OF THE RESIDENCES AND COMMON AREAS; WEEKLY FLAT LAUNDRY SERVICE; FOOD SERVICE, INCLUDING ONE MEAL FOR EACH DAY IN THE MONTH AT NO ADDITIONAL CHARGE; THE SERVICES OF A CHAPLAIN AND RESIDENT SOCIAL DIRECTOR; SCHEDULED TRANSPORTATION SERVICES; 24-HOUR NURSING CARE IN THE HEALTH CENTER SEE ADDITIONAL PROGRAM DESCRIPTION; BIWEEKLY HOUSEKEEPING; A CALL SYSTEM; VARIOUS ADMINISTRATIVE SERVICES; AND ALL UTILITIES. SOCIAL ACCOUNTABILITYOUR RESIDENTS' SELFLESS ACTS OF VOLUNTEERING THEIR TIME SPEAK LOUDER THAN WORDS. THE FRIENDSHIP VILLAGE CHESTERFIELD RESIDENTS ENJOY VOLUNTEERING INSIDE OUR COMMUNITY. OUR RESIDENTS NOT ONLY VOLUNTEERED WITHIN OUR WALLS BUT TOOK IT TO THE COMMUNITY AT LARGE. RESIDENT VOLUNTEER HOURS FOR FRIENDSHIP VILLAGE CHESTERFIELD WERE NEARLY 15,900. RESIDENT VOLUNTEER HOURS IN THE COMMUNITY AT-LARGE WERE APPROXIMATELY 3,100.THE EMPLOYEES OF FRIENDSHIP VILLAGE CHESTERFIELD GO ABOVE AND BEYOND THEIR WORK LOAD. OUR EMPLOYEES VOLUNTEERED IN COMMUNITIES ACROSS THE ST. LOUIS METROPOLITAN COMMUNITY. EMPLOYEE VOLUNTEER HOURS WERE NEARLY 4,000.FRIENDSHIP VILLAGE CHESTERFIELD MADE DONATIONS TO LOCAL DESERVING CHARITIES AND COMMUNITY ORGANIZATIONS. WITH THE HELP OF OUR RESIDENTS, BOARD MEMBERS, AND EMPLOYEES THE FOLLOWING ORGANIZATIONS RECEIVED OUR SUPPORT: ANGEL TREE BENEFITING CHILDREN OF INCARCERATED PEOPLE , ALZHEIMER'S ASSOCIATION, AMERICAN HEART ASSOCIATION, AMERICAN CANCER SOCIETY, ELEMENTARY SCHOOL ART CONTEST, PREGNANCY RESOURCE CENTER, LEUKEMIA SOCIETY, MERCY, ST. LUKE'S UNITED METHODIST CHURCH, SUPPORT DOGS, INC., ST. LOUIS CHAMBER CHORALE, KOMEN RACE FOR THE CURE, VOYCE AND SPONSORSHIP OF FENTON, CRESTWOOD/SUNSET HILLS, AND AFFTON CHAMBER EVENTS TO NAME A FEW. DONATIONS MADE ON BEHALF OF FRIENDSHIP VILLAGE CHESTERFIELD TO CHARITABLE ORGANIZATIONS WAS NEARLY $33,500. THIS INCLUDES CASH PROVIDED BY THE ORGANIZATION, RESIDENTS, BOARD MEMBERS AND EMPLOYEES, ALONG WITH PRODUCT DONATED, AND A PORTION OF SALARY FOR EMPLOYEES WHO PROVIDED VOLUNTEER SERVICES.FRIENDSHIP VILLAGE CHESTERFIELD PROVIDES EDUCATIONAL PROGRAMS TO THE RESIDENTS, EMPLOYEES AND THE GENERAL PUBLIC. FRIENDSHIP VILLAGE CHESTERFIELD HOSTS MEETING SPACE AND OR PROVIDES LUNCH TO 1000 PLUS COMMUNITY PROFESSIONALS. SOME OF THESE HOSTED EVENTS INCLUDED THE FOLLOWING: HONOR FLIGHT, WELLNESS FAIR, PRESENTATION BY THE COMMUNITY OUTREACH COORDINATOR FROM THE CENTER FOR HEARING AND SPEECH FOR OUR FRIENDSHIP VILLAGE RESIDENTS, MEDICARE SEMINAR, MANAGING STRESS EDUCATIONAL SESSION, IMPROVING BLADDER CONTROL EDUCATIONAL SESSION, SAPPINGTON-CONCORD HISTORICAL SOCIETY SPEAKERS, SPECTRUM EYEGLASSES AND HEARUSA, ASK A NURSE HOUR, AND RETIRED NURSES GROUP: EDUCATION FOR RESIDENTS ON ANTI-BULLYING AND NO ONE DIES ALONE PROGRAMS. TRANSPORTATION IS ALSO PROVIDED FOR OUR FRIENDSHIP VILLAGE RESIDENTS TO THE MISSOURI OSTEOPOROSIS MONTHLY MEETINGS.FRIENDSHIP VILLAGE CHESTERFIELD HAS ONE CHAPLAIN AND ONE ASSISTANT CHAPLAIN TO MEET ALL THE SPIRITUAL NEEDS OF OUR RESIDENTS AND STAFF. OUR CHAPLAINS ALSO VISIT OUR HOSPITALIZED RESIDENTS. AVERAGE VISITS ARE 25 VISITS EACH WEEK THROUGHOUT THE YEAR. 25 FUNERAL/MEMORIAL SERVICES HAVE BEEN CONDUCTED IN THE CURRENT YEAR. OUR CHAPLAINS PROVIDE ONE-ON-ONE SPIRITUAL AND PERSONAL COUNSELING TO APPROXIMATELY 12 RESIDENTS AND EMPLOYEES EACH MONTH. ONGOING SUPPORT GROUPS INCLUDE THE FOLLOWING: CARE FOR THE CAREGIVERS: LOCATED AT THE VILLAGE CARE CENTER, VISITORS FROM OUTSIDE THE COMMUNITY ARE WELCOMED AT THESE GROUP MEETINGS AND SOJOURNERS GRIEF RECOVERY SUPPORT GROUP: SUPPORT GROUP FOR RESIDENTS WHO HAVE LOST A LOVED ONE.FRIENDSHIP VILLAGE CHESTERFIELD CONDUCTS BIBLE STUDIES FOR RESIDENTS. 55 RESIDENTS, ON AVERAGE, ATTEND AT BOTH FRIENDSHIP VILLAGE CHESTERFIELD. IN ADDITION TO BIBLE STUDIES, THE VILLAGE OFFERS TWO WORSHIP SERVICES EACH SUNDAY. APPROXIMATELY 100 PEOPLE ATTEND WORSHIP SERVICES HOSTED IN OUR CHAPEL AND VILLAGE CARE CENTER. FRIENDSHIP VILLAGE CHESTERFIELD HAS 12 VOLUNTEERS THAT SUPPORT THE CHAPLAIN'S DEPARTMENT. THEIR GIFTS/TALENTS ARE SINGERS, INSTRUMENTALISTS, BIBLE TEACHERS, AND PREACHERS.FRIENDSHIP VILLAGE CHESTERFIELD PROVIDES BENEVOLENT CARE IF RESIDENT'S RESOURCES DIMINISH AND NEEDS INCREASE. WE THANK OUR GENEROUS DONORS FOR HELPING OUR RESIDENTS AT THIS TIME OF NEED. DONORS HELP RESTORE RESIDENT HOPE. OUR BENEVOLENT CARE NEED FOR RESIDENTS AT FRIENDSHIP VILLAGE CHESTERFIELD CONTINUES TO INCREASE. BENEVOLENCE CARE WAS NEARLY $51,000.WE ARE FORTUNATE TO STAY TRUE TO OUR MISSION BECAUSE OF THE GENEROSITY OF OTHERS TO OUR FRIENDSHIP FUND.FRIENDSHIP VILLAGE CHESTERFIELD HAS NOT ALTERED THE LEVEL OF CARE AND SERVICE IT PROVIDES, DESPITE THE FACT THAT COSTS CONTINUE TO INCREASE AND THE GOVERNMENT CONTINUES TO OFFER FEWER SUBSIDIES FOR LONG-TERM CARE.FRIENDSHIP VILLAGE CHESTERFIELD HAS CONTRACTUAL AGREEMENTS WITH MEDICARE, MEDICAID, AND OTHER THIRD PARTY INSURANCES. REGARDLESS OF THE REIMBURSEMENT RECEIVED, EVEN WHEN IT FALLS SHORT OF THE COST OF CARE, FRIENDSHIP VILLAGE CHESTERFIELD WILL CONTINUE PROVIDING COMPREHENSIVE CARE. FRIENDSHIP VILLAGE OF WEST COUNTY IS A SENIOR HOUSING CCRC GOVERNED BY BIBLICAL PRINCIPLES."
E70,"OZARKS COMMUNITY HEALTH CENTER PROVIDES MEDICAL SERVICES INCLUDING, BUT NOT LIMITED TO, PREVENTATIVE SUCH AS PHYSICALS, IMMUNIZATIONS, AND HEALTH SCREENINGS, AS WELL AS ACUTE AND CHRONIC DISEASE CARE. THE ORGANIZATION HAD 12,068 MEDICAL VISITS BETWEEN JUNE 1, 2016 AND MAY 31, 2017. OCHC IS A FQHC SERVING HERMITAGE, MO AND THE SURROUNDING AREAS WITH PRIMARY AND PREVENTATIVE HEALTHCARE TO ALL, ENSURING QUALITY, COMPASSION AND PROFESSIONAL SERVICE."
L20Z,TO ADDRESS THE NEED FOR AFFORDABLE HOUSING FOR QUALIFYING LOW-INCOME FAMILIES. TO WORK IN PARTNERSHIP WITH GOD AND VOLUNTEERS TO BUILD MODEST HOMES FOR LOW-INCOME FAMILIES WHO COULD NOT OTHERWISE AFFORD TO PURCHASE THEIR OWN HOMES.
J330,"CONTRACTED SERVICES, RECYCLING, MANUFACTURING, CONSTRUCTION, ASSEMBLY AND LABOR. THESE SERVICES ARE PERFORMED IN A MANNER THAT PROMOTES A BETTER UNDERSTANDING AS TO THE TRAINABLITY AND EMPLOYABLITY OF HANDICAPPED PERSONS. OPERATION OF A SHELTERED WORKSHOP"
J330,"CONTRACTED SERVICES, RECYCLING, MANUFACTURING, CONSTRUCTION, ASSEMBLY AND LABOR. THESE SERVICES ARE PERFORMED IN A MANNER THAT PROMOTES A BETTER UNDERSTANDING AS TO THE TRAINABLITY AND EMPLOYABLITY OF HANDICAPPED PERSONS. OPERATION OF A SHELTERED WORKSHOP"
W80,"PROVIDE WATER AND SEWER SERVICES TO 2,808 CUSTOMERS IN THE ST. CHARLES COUNTY AREA WATER AND SEWER PROVIDER"
P85,"PROVIDING DAY SHELTER FOR HOMELESS INDIVIDUALS AND SERVICES SUCH AS: MEALS, SHOWERS, CLOTHING, TRANSPORTATION, MEDICAL CARE AND AGENCY REFERRALS. TRANSITIONAL SUPPORTIVE HOUSING FOR UP TO TO TWELVE MONTHS IS ALSO PROVIDED FOR SOME OF OUR CLIENTS. FIGHT POVERTY AND END HOMLESSNESS BY DEVELOPING AND IMPLEMENTING INNOVATIVE SERVICES TO EQUIP THE NEAR-HOMELESS AND HOMELESS IN LEADING HEALTHY AND PRODUCTIVE LIVES."
P117,"THE GOOD SAMARITAN, INC. OPERATED A RETIREMENT HOME PROVIDING FOUR LEVELS OF CARE TO RESIDENTS - RESIDENTIAL LIVING, CATERED LIVING, INTERMEDIATE CARE AND MONITORED CARE. THE PRIMARY MISSION OF THE HOME IS TO BE CREATIVE IN OFFERING COMPASSIONATE SERVICES, SPIRITUAL NURTURE, AND RENEWAL TO PERSONS OVER 60 YEARS OF AGE AND TO ENSURE GRACIOUS AND QUALITY LIVING IN A CHRISTIAN SETTING. THE HOME IS AN AFFILIATE OF THE UNITED CHURCH OF CHRIST AND IS LOCATED IN ST. LOUIS MISSOURI. THE GOOD SAMARITAN, INC. CLOSED ITS FACILITY ON SEPTEMBER 30, 2002 AND HAS CONTRACTED WITH OTHER NURSING HOMES TO PROVIDE CARE FOR ITS FORMER RESIDENTS. TO PROVIDE QUALITY LIVING TO PERSONS OVER 60 YEARS OF AGE."
P99,"REFUGEE RESETTLEMENT SERVICES: STAFF PROVIDE CULTURALLY COMPETENT SERVICES TO PERSONS FROM THE COUNTRIES OF AFRICA, ASIA, EASTERN EUROPE, AND LATIN AMERICA AS ASSIGNED BY THE U.S. GOVERNMENT. THESE SERVICES TAKE THE FORM OF INITIAL HOUSING, FURNITURE, CLOTHING, HOUSEHOLD GOODS, FOOD, PLACEMENT OF CHILDREN IN SCHOOL, INTRODUCTION TO COMMUNITY SERVICE PROVIDERS, MEDICAL REFERRAL AND EXTENSIVE CASE-MANAGEMENT SERVICES. INSPIRED BY THE GOSPEL OF THE BEATITUDES AS PROCLAIMED BY JESUS CHRIST, CATHOLIC CHARITIES OF CENTRAL AND NORTHERN MISSOURI IS COMMITTED TO PROVIDING CARE AND CREATING HOPE FOR THE LIVES OF THE VULNERABLE THROUGH COMPASSIONATE SOCIAL SERVICES THAT RESPECT THE DIGNITY OF EACH PERSON AND ENGAGE THE LOCAL COMMUNITY IN OUR MISSION."
B99Z,"PROVIDING MENTAL HEALTH SERVICES FOR DEAF VICTIMS OF CRIME AND THEIR FAMILIES INCLUDING DEAF VICTIMS OF DOMESTIC VOLENCE, CHILD ABUSE, SEXUAL ASSAULT AND RAPE. OUR SERVICES INCLUDE CRISIS INTERVENTION, ADVOCACY, CASE MANAGEMENT, FREE OUTPATIENT COUNSELING, SUMMER CAMP FOR DEAF TEENS TO EDUCATE THEM ABOUT SUBSTANCE ABUSE PREVENTION AND LEADERSHIP SKILLS, AND A 24 HOUR CRISIS LINE SERVICE WHICH IS PROVIDED TO DEAF, HEARING IMPAIRED, AND HEARING INDIVIDUALS AND THEIR FAMILIES. THE MISSION OF DEAFLEAD IS TO PROVIDE LEADERSHIP THROUGH EDUCATION, ADVOCACY, CRISIS INTERVENTION SERVICES, COUNSELING AND OTHER DIRECT SERVICES FOR DEAF, HARD OF HEARING, DEAF/BLIND, LATE-DEAFENED, AND HEARING VICTIMS, SURVIVORS, AND THEIR FAMILIES."
W80Z,"OPERATION OF WATER DISTRIBUTION SYSTEM FOR CITY OF CLINTON, MISSOURI PUBLIC WATER SYSTEM"
P20,"Headstart program provides comprehensive health, educational, nutritional, social and other services primarily to economically disadvantaged school children. Alleviating the causes and conditions of poverty in a ten county area of Southwest Missouri."
B76Z,"AFFORDABLE HIGH SPEED INTERNET FOR RESIDENTS AND BUSINESSES OF TEXAS COUNTY, MO CONDUCTING EDUCATIONAL, SCIENTIFIC, CHARITABLE AND BUSINESS ACTIVITIES NECESSARY TO DEVELOP, OPERATE AND MAINTAIN A COMMUNITY INFORMATION NETWORK PROVIDING OPEN"
E22Z,"INPATIENT ACUTE CARE SERVICES WITH 228 INPATIENT ADMISSIONS. SERVING OTHERS THROUGH QUALITY, COMPASSIONATE CARE"
J20,EMPLOYED 61 DEVELOPMENTALLY DISABLED EMPLOYEES WHICH PROVIDED AN OPPORTUNITY FOR EMPLOYMENT WITHIN THE COMMUNITY WHERE THEY RESIDE. BURRELL WORKING SOLUTIONS HAS THREE CONTRACTS FOR WORK OPPORTUNITIES FOR ITS EMPLOYEES. PROVIDE THE DEVELOPMENTALLY DISABLED CHALLENGING EMPLOYMENT OPPORTUNITIES THAT ARE APPROPRIATE FOR A PERSON'S LEVEL OF SKILLS.
P75,"PROVIDING HOUSING, MEALS AND ASSISTED PERSONAL CARE TO SENIOR CITIZENS. ASSISTED LIVING FOR THE ELDERLY"
P820,"Residential Services: Residential Services enable people with developmental disabilities to live in a variety of living arrangements ranging from campus-based group settings to independent homes throughout the community. Services and supports are based on individual needs and may range from a few hours each week to 24-hour staffing. 125 people were served during the year. TO HELP PEOPLE WITH DEVELOPMENTAL DISABILITIES AND THEIR FAMILIES BY PROVIDING A LIFETIME OF HIGH-QUALITY SERVICE, FAMILY SUPPORT, AND ADVOCACY. SERVICES INCLUDE SUPPORTED LIVING, SUPPORTED EMPLOYMENT, RECREATION, DAILY COMMUNITY INTEGRATION, INCLUSIVE CHILD CARE, EARLY INTERVENTION THERAPY, RESPITE CARE, FAMILY SUPPORT, PREVENTION AND ADVOCACY. SERVICES ARE DESIGNED TO HELP PEOPLE WITH DISABILITIES LIVE QUALITY LIVES AS ACTIVE MEMBERS OF THE COMMUNITY, THROUGHOUT THEIR LIVES."
X99,"Provided school for Pre-K through high school. Provide Christian education for over 100 children, many who have successfully graduated from high school and gone on to college and the military."
B99Z,"COMMUNITY TRAINING - EDUCATED THE COMMUNITY, SCHOOL PERSONNEL AND STUDENTS ABOUT EPILEPSY PRIMARILY IN THE UNDERSERVED REGIONS OF ST. LOUIS AND KANSAS CITY THAT ADDRESSES THE HEALTH CONCERNS OF CHILDREN WITH EPILEPSY. IN FISCAL YEAR 2016 THE EPILEPSY FOUNDATION REACHED 6,000 PEOPLE. THE EPILEPSY FOUNDATION OF MISSOURI & KANSAS LEADS THE FIGHT TO STOP SEIZURES, FIND A CURE AND OVERCOME THE CHALLENGES CREATED BY EPILEPSY."
P20,"GOODWILL STORES:NOT ONLY ARE GOODWILL STORES GREAT FOR MAKING THE BUDGET STRETCH, BUT THEY ARE WONDERFUL EMPLOYMENT OPPORTUNITIES FOR DISABLED INDIVIDUALS IN OUR COMMUNTIY. INDIVIDUALS WORKING IN THESE RETAIL DISCOUNT STORES PARTICIPATE IN A VARIETY OF VOCATIONAL TRAINING AND EDUCATIONAL OPPORTUNITITIES INCLUDING COLLECTING DONATED MATERIAL, REWORKING COLLECTED ITEMS, PRICING, STOCKING AND FACILITATING THE SALE OF DONATED CLOTHING AND HOUSEHOLD ITEMS. MERS/MISSOURI GOODWILL INDUSTRIES CURRENTLY OPERATES OVER 40 LOCATIONS ACROSS MISSOURI WHICH RECEIVE OVER ONE MILLION DONATIONS ANNUALLY. PROVIDE OPPORTUNITIES FOR PERSONS WITH EMPLOYMENT BARRIERS TO WORK & LIVE MORE INDEPENDENTLY"
S80Z,"Service Objective Awards - The organization awards grants to 501(C)(3) organizations in support of the organization's mission which seeks to improve the lives of women and girls in greater Kansas City. During 2016-2017 fiscal year, Soroptimist awarded a total of $54,804 in Service Objective Awards. The Foundation's mission is to provide philanthropy, voluntarism, service and grantmaking in support of other 501(c)(3) public charities which seek to improve the lives of women and girls in greater Kansas City."
B99Z,"THE ORGANIZATION HAS GRADUATED HUNDREDS OF STUDENTS. THE MAJOR PROGRAMS ARE ALL HEALTH-RELATED, SUCH AS RN'S, LPN'S AND MEDICAL ASSISTANTS. WE HAVE ENHANCED OUR LOCAL COMMUNITIES BY ACCEPTING UNEMPLOYED AND UNDEREMPLOYED INDIVIDUALS, GUIDING THEM THROUGH QUICK EDUCATIONAL PROGRAMS, AND CREATING QUALIFIED EMPLOYEES FOR OUR LOCAL HEALTHCARE INSTITUTIONS. A MAJORITY OF OUR STUDENTS LIVE IN AND CONTINUE TO WORK IN THE IMMEDIATE AREA AFTER GRADUATION, BOLSTERING THE LOCAL COMMUNITY. Education The organization's purpose is to provide an economical opportunity for those in the health care field to acquire certificates and associate degrees in nursing and related fields."
L41Z,"THE HAVEN OF GRACE OPERATES A MATERNITY SHELTER, 7 TRANSITIONAL APARTMENTS AND COMMUNITY-BASED AFTERCARE SERVICES FOR YOUNG, HOMELESS, PREGNANT WOMEN AND THEIR CHILDREN. THE MATERNITY SHELTER SERVED 63 WOMEN DURING THE CURRENT YEAR AND 44 FAMILIES WERE SERVED THROUGH THE COMMUNITY AFTER-CARE PROGRAMS. THE TRANSITIONAL APARTMENTS WERE UTILIZED BY 23 PERSONS THIS YEAR. THE COMPREHENSIVE SERVICES OFFERED BY THE HAVEN OF GRACE ALSO INCLUDE FOOD, CASE MANAGEMENT, LIFE SKILLS EDUCATION, FINANCIAL ASSISTANCE AND MEDICAL AND MENTAL HEALTH SUPPORT. MATERNITY SHELTER, TRANSITIONAL APTS & AFTERCARE FOR YOUNG/HOMELESS/PREGNANT WOMEN & THEIR CHILDREN."
L41Z,"THE HAVEN OF GRACE OPERATES A MATERNITY SHELTER, 7 TRANSITIONAL APARTMENTS AND COMMUNITY-BASED AFTERCARE SERVICES FOR YOUNG, HOMELESS, PREGNANT WOMEN AND THEIR CHILDREN. THE MATERNITY SHELTER SERVED 70 WOMEN DURING THE CURRENT YEAR AND 25 FAMILIES WERE SERVED THROUGH THE COMMUNITY AFTER-CARE PROGRAMS. THE TRANSITIONAL APARTMENTS WERE UTILIZED BY 26 PERSONS THIS YEAR. THE COMPREHENSIVE SERVICES OFFERED BY THE HAVEN OF GRACE ALSO INCLUDE FOOD, CASE MANAGEMENT, LIFE SKILLS EDUCATION, FINANCIAL ASSISTANCE AND MEDICAL AND MENTAL HEALTH SUPPORT. MATERNITY SHELTER, TRANSITIONAL APTS & AFTERCARE FOR YOUNG/HOMELESS/PREGNANT WOMEN & THEIR CHILDREN."
P44,PROVIDED CARE FOR LOW-INCOME SENIORS SO THEY CAN REMAIN HEALTHY AND SAFER IN THEIR HOMES. OUR MISSION IS TO EMPOWER ELDERS AND THEIR CAREGIVERS THROUGH CHOICES AND OPTIONS THAT FOSTER A VITAL LIFE. OUR VISION IS A SOCIETY WHERE ALL ELDERS ARE RESPECTED.
N20Z,"TEEN CAMP RAINBOW IS A WEEKEND CAMPING EXPERIENCE FOR TEENS WITH CANCER OR BLOOD RELATED DISORDERS. ACTIVITIES INCLUDE BOWLING, NATURE HIKES, GAMES, MOVIES, AND CHALLENGE COURSES. THE CAMPERS COOK MEALS AND TAKE A LEADERSHIP ROLE IN SOME OF THE ACTIVITIES. THE CAMP RAINBOW FOUNDATION (""CAMP RAINBOW"") IS DEDICATED TO PROVIDING FREE CAMPING EXPERIENCES TO CHILDREN UNDERGOING TREATMENT FOR, AND SURVIVORS OF, CANCER AND OTHER BLOOD-RELATED DISEASES AND DISORDERS. WE PROVIDE A RECREATIONAL AND NURTURING ENVIRONMENT FOR CAMPERS AND THEIR FAMILIES WHERE THE CHILDREN CAN CREATE POSITIVE MEMORIES, BUILD SELF-ESTEEM, MAKE NEW FRIENDS AND ARE RELIEVED OF THE EVERYDAY STRESSES CAUSED BY THEIR ILLNESS."
K31,"SERVED 592 PERSONS WITHIN A POPULATION OF 1,385 PERSONS WITH SOME TYPE OF MONETARY ASSISTANCE; DISTRIBUTED 26,606 PANTRY ITEMS OF USE TO 1,962 PERSONS IN THE 14 LOCAL COMMUNITIES. TO MEET THE EMERGENCY NEEDS OF THE LESS FORTUNATE FAMILIES AND INDIVIDUALS IN THE LOCAL AREA. TO PROVIDE A MEANS TO IMPROVE ONE'S LOT IN LIFE BY SPONSORING GED & BUDGETING AND MANAGING MONEY LESSONS; PROVIDE A FOOD PANTRY AND A THRIFT SHOP."
K31,"SERVED 633 PERSONS WITHIN A POPULATION OF 1385 PERSONS WITH SOME TYPE OF MONETARY ASSISTANCE DISTRIBUTED 25.435 PANTRY ITEMS OF USE TO 1,633 PERSONS IN THE 19 LOCAL COMMUNITIES TO MEET THE EMERGENCY NEEDS OF THE LESS FORTUNATE INDIVIDUALS IN THE LOCAL AREA. TO PROVIDE A MEANS TO IMPROVE ONES LOT IN LIFE BY SPONSORING GED BUDGETING MONEY LESSONS PROVIDE A FOOD PANTRY AND THRIFT SHOP."
P81Z,"NUTRITION SITE FOR ELDERLY PERSONS IN NORTHWEST MISSOURI, INCLUDING NODAWAY COUNTY. PROVIDE MEALS BOTH CONGREGATE AT THE SITE AND HOME DELIVERED. Operate the Nodaway County Senior Center The Nodaway County Senior Citizens Senate, Inc operates the Nodaway County Senior Citizens' center located in Maryville, Mo. The Center serves as a nutrition site for Aged of Northwest Missouri, including Nodaway County."
P450,"THE ORGANIZATION PROVIDED SHELTER TO AND EDUCATED HOMELESS, PREGNANT AND PARENTING YOUNG WOMEN BY PROVIDING COMPREHENSIVE SERVICES THAT EMPOWERED THEM TO MAKE SUCCESSFUL LIFE DECISIONS FOR THEMSELVES AND THEIR BABIES. Our mission is to shelter and educate homeless pregnant and parenting young women by providing comprehensive services, empowering them to make successful life decisions for themselves and their babies."
A69Z,Provides orchestral music training to 450 youth across the Kansas City Metropolitan Area and free public concerts. Our mission is to provide an enhanced orchestral experience to young people in grades five through twelve.
